id,name,username,email,sesion_1,sesion_2,sesion_3,sesion_4,sesion_5,sesion_6,sesion_7,sesion_8,trabajo_1,trabajo_2,trabajo_3,trabajo_4,sesiones_asistidas,sesiones_en_vivo,sesiones_grabacion,trabajos_entregados,pct_asistencia,pct_entrega,primera_actividad,ultima_actividad
82,Andrés Arredondo,aarredondo415,aarredondo415@hotmail.com,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,0,1,0,0,3,1,2,1,37.5,25.0,2024-02-03T21:55:50.249940,2024-03-31T04:56:56.245974
83,Jorge del Río,jdelrío333,jdelrío333@gmail.com,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,0,2,1,1,3,25.0,75.0,2024-02-05T05:38:56.080609,2024-04-01T14:59:44.805177
84,Pedro Rico,prico646,prico646@itmerida.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,1,2,1,1,4,25.0,100.0,2024-02-06T09:26:44.316329,2024-04-02T01:27:25.528228
85,María del Carmen Cotto,mcotto560,mcotto560@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,3,2,1,1,37.5,25.0,2024-02-03T16:27:25.739366,2024-04-01T11:27:47.482968
86,Carla Vázquez,cvázquez965,cvázquez965@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,3,3,0,0,37.5,0.0,2024-02-06T10:17:17.182206,2024-03-30T12:38:53.254159
87,Bruno Zelaya,bzelaya388,bzelaya388@outlook.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,2,2,0,0,25.0,0.0,2024-02-05T02:36:25.151791,2024-04-01T20:45:26.905744
88,Vanesa Chapa,vchapa863,vchapa863@itmerida.mx,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,4,2,2,0,50.0,0.0,2024-02-07T02:51:34.634222,2024-04-02T08:25:49.951252
89,Espartaco Lucero,elucero836,elucero836@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,4,4,0,1,50.0,25.0,2024-02-03T19:32:41.873023,2024-03-31T09:39:18.581313
90,Ricardo de Anda,rdeanda316,rdeanda316@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,3,2,1,1,37.5,25.0,2024-02-05T00:33:03.810923,2024-03-31T09:31:45.703179
91,Zoé Osorio,zosorio128,zosorio128@gmail.com,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,3,1,2,2,37.5,50.0,2024-02-04T19:38:59.223804,2024-04-02T03:28:33.190361
92,Carla Nieto,cnieto298,cnieto298@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,1,3,3,0,2,37.5,50.0,2024-02-07T05:32:50.134143,2024-04-01T02:54:33.092516
93,Frida Madrid,fmadrid218,fmadrid218@outlook.com,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,EN VIVO,EN VIVO,0,1,1,0,6,3,3,2,75.0,50.0,2024-02-07T12:23:06.881425,2024-04-02T05:07:43.880675
94,Jacinto Pedroza,jpedroza937,jpedroza937@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,1,1,0,0,4,3,1,2,50.0,50.0,2024-02-04T09:41:10.871237,2024-04-02T05:36:55.577034
95,Beatriz Gamboa,bgamboa859,bgamboa859@outlook.com,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,4,3,1,2,50.0,50.0,2024-02-07T07:42:20.594307,2024-04-02T13:38:03.398460
96,Soledad Muñoz,smuñoz351,smuñoz351@hotmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,0,4,3,1,3,50.0,75.0,2024-02-07T04:55:39.373712,2024-04-01T21:45:16.457348
97,Alta  Gracia Guerrero,aguerrero769,aguerrero769@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,4,2,2,1,50.0,25.0,2024-02-04T07:01:49.324280,2024-03-30T17:21:59.824177
98,Francisco Alvarez,falvarez19,falvarez19@gmail.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,1,1,0,2,12.5,50.0,2024-02-03T18:53:11.519257,2024-04-01T08:27:52.382055
99,Alejandro Delgado,adelgado568,adelgado568@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,1,0,0,0,6,4,2,1,75.0,25.0,2024-02-03T22:23:59.565072,2024-04-02T11:38:23.734187
100,Noelia Cardona,ncardona575,ncardona575@hotmail.com,GRABACIÓN,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,1,0,0,5,1,4,2,62.5,50.0,2024-02-06T14:36:11.445269,2024-04-02T01:58:31.407175
101,Esperanza Benavides,ebenavides52,ebenavides52@outlook.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,1,0,3,2,1,3,37.5,75.0,2024-02-06T17:55:37.973926,2024-03-31T20:01:37.313756
102,Federico Carrero,fcarrero930,fcarrero930@outlook.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,1,3,3,0,2,37.5,50.0,2024-02-05T07:19:28.875405,2024-03-31T19:38:11.163396
103,Bianca Corral,bcorral692,bcorral692@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,1,0,5,4,1,1,62.5,25.0,2024-02-07T01:32:26.315077,2024-04-01T22:46:53.234747
104,Violeta Piña,vpiña915,vpiña915@uady.mx,EN VIVO,GRABACIÓN,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,5,4,1,1,62.5,25.0,2024-02-04T13:57:37.069243,2024-04-02T20:59:40.559465
105,Manuel Correa,mcorrea895,mcorrea895@hotmail.com,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,1,0,0,1,4,2,2,2,50.0,50.0,2024-02-04T11:28:05.628478,2024-04-02T19:39:59.524168
106,Rocío Valdés,rvaldés35,rvaldés35@hotmail.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,1,0,0,0,0,2,0.0,50.0,2024-02-06T07:54:49.241754,2024-04-02T19:14:22.839224
107,Ángel Bustos,ábustos831,ábustos831@hotmail.com,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,1,0,0,1,5,1,4,2,62.5,50.0,2024-02-06T03:20:55.543804,2024-03-30T14:25:53.850191
108,Yuridia Bonilla,ybonilla816,ybonilla816@gmail.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,1,0,3,3,0,1,37.5,25.0,2024-02-05T23:38:56.856593,2024-04-02T18:30:28.989913
109,Citlali Zamudio,czamudio889,czamudio889@uady.mx,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,0,0,1,3,2,1,1,37.5,25.0,2024-02-04T23:45:33.180715,2024-04-02T01:52:46.970957
110,Santiago Menchaca,smenchaca846,smenchaca846@uady.mx,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,1,0,1,1,4,1,3,3,50.0,75.0,2024-02-05T02:41:34.753333,2024-04-02T23:39:10.020999
111,Wendolin Moreno,wmoreno850,wmoreno850@hotmail.com,GRABACIÓN,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,4,1,3,1,50.0,25.0,2024-02-04T03:10:30.519849,2024-04-03T00:50:52.138094
112,Delia Longoria,dlongoria685,dlongoria685@hotmail.com,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,3,1,2,2,37.5,50.0,2024-02-06T03:07:05.266490,2024-04-02T19:00:26.928339
113,Wilfrido Mojica,wmojica295,wmojica295@gmail.com,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,GRABACIÓN,EN VIVO,EN VIVO,EN VIVO,0,1,0,0,5,4,1,1,62.5,25.0,2024-02-07T00:42:46.139739,2024-04-01T18:10:56.760764
114,Ignacio Gracia,igracia666,igracia666@itmerida.mx,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,1,4,2,2,3,50.0,75.0,2024-02-07T07:02:56.040052,2024-03-31T13:10:47.087431
115,Marisol Venegas,mvenegas349,mvenegas349@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,3,2,1,0,37.5,0.0,2024-02-07T08:32:26.632177,2024-04-02T22:25:47.013950
116,Salma Madrigal,smadrigal192,smadrigal192@itmerida.mx,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,GRABACIÓN,0,0,1,1,6,3,3,2,75.0,50.0,2024-02-07T12:36:59.248468,2024-04-02T22:00:25.760781
117,María Luisa Arguello,marguello121,marguello121@itmerida.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,EN VIVO,EN VIVO,0,0,0,0,5,3,2,0,62.5,0.0,2024-02-05T23:36:47.982414,2024-04-02T01:27:03.320962
118,Liliana Covarrubias,lcovarrubias756,lcovarrubias756@outlook.com,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,1,1,0,0,5,2,3,2,62.5,50.0,2024-02-03T14:13:55.251386,2024-04-01T07:34:10.092037
119,Úrsula Zavala,úzavala533,úzavala533@gmail.com,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,1,0,0,5,3,2,1,62.5,25.0,2024-02-04T22:01:57.003570,2024-03-31T13:47:01.189664
120,Alicia Cavazos,acavazos204,acavazos204@outlook.com,EN VIVO,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,5,4,1,2,62.5,50.0,2024-02-03T21:37:24.881839,2024-04-01T11:41:46.493205
