id,name,username,email,sesion_1,sesion_2,sesion_3,sesion_4,sesion_5,sesion_6,sesion_7,sesion_8,trabajo_1,trabajo_2,trabajo_3,trabajo_4,sesiones_asistidas,sesiones_en_vivo,sesiones_grabacion,trabajos_entregados,pct_asistencia,pct_entrega,primera_actividad,ultima_actividad
80,Jacinto Benavídez,jbenavídez683,jbenavídez683@itmerida.mx,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,1,1,1,0,2,12.5,50.0,2024-02-05T17:15:29.632927,2024-04-02T01:45:09.856241
81,Inés Toro,itoro219,itoro219@outlook.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,1,0,3,3,0,2,37.5,50.0,2024-02-06T11:38:27.834589,2024-03-31T18:23:36.944328
82,Andrés Arredondo,aarredondo415,aarredondo415@hotmail.com,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,1,1,0,1,12.5,25.0,2024-02-05T08:54:23.276677,2024-03-31T20:47:32.537314
83,Jorge del Río,jdelrío333,jdelrío333@gmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,0,3,2,1,1,37.5,25.0,2024-02-04T05:37:35.358352,2024-03-31T11:11:10.523344
84,Pedro Rico,prico646,prico646@itmerida.mx,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,2,1,1,1,25.0,25.0,2024-02-04T09:10:26.480385,2024-04-01T08:34:09.262754
85,María del Carmen Cotto,mcotto560,mcotto560@hotmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,2,1,1,1,25.0,25.0,2024-02-04T20:23:28.952963,2024-04-01T01:32:14.968718
86,Carla Vázquez,cvázquez965,cvázquez965@outlook.com,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,1,0,1,3,1,2,2,37.5,50.0,2024-02-04T10:06:07.054240,2024-04-01T14:39:47.221473
87,Bruno Zelaya,bzelaya388,bzelaya388@outlook.com,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,2,2,0,0,25.0,0.0,2024-02-06T11:04:01.683575,2024-03-31T14:20:55.881680
88,Vanesa Chapa,vchapa863,vchapa863@itmerida.mx,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,0,1,2,2,0,1,25.0,25.0,2024-02-05T13:32:56.040897,2024-04-01T22:19:06.599406
89,Espartaco Lucero,elucero836,elucero836@itmerida.mx,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,SIN ASISTENCIA,0,0,0,0,4,1,3,0,50.0,0.0,2024-02-05T00:54:17.770084,2024-04-01T23:33:33.921329
90,Ricardo de Anda,rdeanda316,rdeanda316@gmail.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,1,0,0,2,2,0,1,25.0,25.0,2024-02-04T01:43:30.501783,2024-04-02T08:25:47.358607
91,Zoé Osorio,zosorio128,zosorio128@gmail.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,GRABACIÓN,1,0,1,0,3,2,1,2,37.5,50.0,2024-02-04T03:01:05.751466,2024-04-02T07:26:52.729421
92,Carla Nieto,cnieto298,cnieto298@itmerida.mx,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,1,1,0,0,2,1,1,2,25.0,50.0,2024-02-07T02:16:25.125889,2024-04-02T18:13:24.860696
93,Frida Madrid,fmadrid218,fmadrid218@outlook.com,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,1,0,3,2,1,1,37.5,25.0,2024-02-03T10:01:09.176062,2024-04-02T21:14:09.848516
94,Jacinto Pedroza,jpedroza937,jpedroza937@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,2,2,0,2,25.0,50.0,2024-02-04T04:21:34.153323,2024-04-02T09:31:56.579704
95,Beatriz Gamboa,bgamboa859,bgamboa859@outlook.com,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,0,2,2,0,1,25.0,25.0,2024-02-03T22:20:37.879240,2024-04-01T06:20:01.085853
96,Soledad Muñoz,smuñoz351,smuñoz351@hotmail.com,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,0,0,1,0,3,2,1,1,37.5,25.0,2024-02-07T06:12:57.407107,2024-04-02T14:56:35.850711
97,Alta  Gracia Guerrero,aguerrero769,aguerrero769@uady.mx,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,1,0,1,0,3,2,1,2,37.5,50.0,2024-02-03T12:48:16.120776,2024-04-02T20:43:22.258982
98,Francisco Alvarez,falvarez19,falvarez19@gmail.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,0,0,0,0,1,1,0,0,12.5,0.0,2024-02-04T13:43:36.290714,2024-04-02T19:38:30.969624
99,Alejandro Delgado,adelgado568,adelgado568@gmail.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,1,0,0,1,1,0,1,12.5,25.0,2024-02-03T18:26:23.550204,2024-04-01T12:13:21.833437
100,Noelia Cardona,ncardona575,ncardona575@hotmail.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,0,1,1,0,2,2,0,2,25.0,50.0,2024-02-06T11:32:15.067321,2024-03-30T14:15:52.260863
101,Esperanza Benavides,ebenavides52,ebenavides52@outlook.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,0,1,1,0,1,12.5,25.0,2024-02-07T01:27:12.346774,2024-03-31T20:21:11.242547
102,Federico Carrero,fcarrero930,fcarrero930@outlook.com,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,2,2,0,0,25.0,0.0,2024-02-04T12:05:31.488286,2024-03-31T18:16:31.299307
103,Bianca Corral,bcorral692,bcorral692@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,1,0,3,3,0,1,37.5,25.0,2024-02-04T23:57:30.790730,2024-04-01T00:18:33.326761
104,Violeta Piña,vpiña915,vpiña915@uady.mx,GRABACIÓN,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,0,1,0,0,5,4,1,1,62.5,25.0,2024-02-05T16:16:13.698462,2024-04-01T17:09:44.629137
105,Manuel Correa,mcorrea895,mcorrea895@hotmail.com,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,0,0,0,0,3,3,0,0,37.5,0.0,2024-02-03T22:06:10.543496,2024-04-02T09:17:50.433728
106,Rocío Valdés,rvaldés35,rvaldés35@hotmail.com,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,2,2,0,2,25.0,50.0,2024-02-03T17:44:35.362780,2024-03-31T11:58:00.467278
107,Ángel Bustos,ábustos831,ábustos831@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,1,3,3,0,1,37.5,25.0,2024-02-06T01:23:42.011117,2024-04-01T09:46:17.624875
108,Yuridia Bonilla,ybonilla816,ybonilla816@gmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,0,5,2,3,0,62.5,0.0,2024-02-04T18:57:53.054550,2024-04-02T14:21:25.898637
109,Citlali Zamudio,czamudio889,czamudio889@uady.mx,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,1,1,0,1,12.5,25.0,2024-02-04T21:02:48.715707,2024-03-31T01:56:05.214863
110,Santiago Menchaca,smenchaca846,smenchaca846@uady.mx,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,0,1,0,1,3,12.5,75.0,2024-02-04T00:19:54.146588,2024-03-30T21:44:34.613640
111,Wendolin Moreno,wmoreno850,wmoreno850@hotmail.com,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,1,3,2,1,1,37.5,25.0,2024-02-03T23:27:48.558006,2024-04-02T15:19:58.079759
112,Delia Longoria,dlongoria685,dlongoria685@hotmail.com,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,2,0,2,2,25.0,50.0,2024-02-06T09:07:02.203925,2024-04-02T21:02:56.815076
113,Wilfrido Mojica,wmojica295,wmojica295@gmail.com,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,0,0,0,2,1,1,1,25.0,25.0,2024-02-04T06:13:19.415262,2024-04-02T20:07:42.853406
114,Ignacio Gracia,igracia666,igracia666@itmerida.mx,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,0,0,1,4,2,2,1,50.0,25.0,2024-02-07T06:58:52.300592,2024-04-02T18:24:25.719521
115,Marisol Venegas,mvenegas349,mvenegas349@gmail.com,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,0,0,0,2,0.0,50.0,2024-02-04T05:22:45.356788,2024-04-01T13:16:47.502812
116,Salma Madrigal,smadrigal192,smadrigal192@itmerida.mx,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,0,0,0,3,2,1,1,37.5,25.0,2024-02-05T08:50:15.984860,2024-04-02T14:12:40.597460
117,María Luisa Arguello,marguello121,marguello121@itmerida.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,0,0,0,1,3,2,1,1,37.5,25.0,2024-02-07T03:08:56.705567,2024-04-01T07:22:56.836298
118,Liliana Covarrubias,lcovarrubias756,lcovarrubias756@outlook.com,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,0,1,0,2,0,2,1,25.0,25.0,2024-02-06T11:45:29.766040,2024-04-02T01:16:44.150776
119,Úrsula Zavala,úzavala533,úzavala533@gmail.com,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,1,0,0,4,1,3,2,50.0,50.0,2024-02-05T17:47:18.395608,2024-03-30T10:21:40.659857
120,Alicia Cavazos,acavazos204,acavazos204@outlook.com,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,0,1,0,1,2,2,0,2,25.0,50.0,2024-02-04T02:21:41.682551,2024-04-02T15:03:12.947307
