id,name,username,email,sesion_1,sesion_2,sesion_3,sesion_4,sesion_5,sesion_6,sesion_7,sesion_8,trabajo_1,trabajo_2,trabajo_3,trabajo_4,sesiones_asistidas,sesiones_en_vivo,sesiones_grabacion,trabajos_entregados,pct_asistencia,pct_entrega,primera_actividad,ultima_actividad
84,Pedro Rico,prico646,prico646@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,1,1,0,0,8,6,2,2,100.0,50.0,2024-02-05T22:44:06.563737,2024-04-01T15:16:54.164789
85,María del Carmen Cotto,mcotto560,mcotto560@hotmail.com,EN VIVO,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,4,4,0,2,50.0,50.0,2024-02-03T22:55:41.926698,2024-04-01T04:40:26.270120
86,Carla Vázquez,cvázquez965,cvázquez965@outlook.com,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,SIN ASISTENCIA,1,0,0,0,5,2,3,1,62.5,25.0,2024-02-04T17:05:30.852863,2024-04-02T16:52:23.854706
87,Bruno Zelaya,bzelaya388,bzelaya388@outlook.com,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,1,4,1,3,2,50.0,50.0,2024-02-07T01:36:26.986909,2024-03-30T09:07:37.188511
88,Vanesa Chapa,vchapa863,vchapa863@itmerida.mx,GRABACIÓN,EN VIVO,GRABACIÓN,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,1,1,6,3,3,4,75.0,100.0,2024-02-05T10:11:20.488253,2024-03-31T23:16:08.159211
89,Espartaco Lucero,elucero836,elucero836@itmerida.mx,GRABACIÓN,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,0,0,0,5,2,3,1,62.5,25.0,2024-02-03T17:35:01.494496,2024-04-02T13:17:41.201536
90,Ricardo de Anda,rdeanda316,rdeanda316@gmail.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,0,1,1,5,2,3,3,62.5,75.0,2024-02-03T16:59:36.827444,2024-04-02T10:13:58.740077
91,Zoé Osorio,zosorio128,zosorio128@gmail.com,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,0,1,1,4,3,1,3,50.0,75.0,2024-02-06T07:00:48.915731,2024-04-01T04:36:42.842657
92,Carla Nieto,cnieto298,cnieto298@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,1,3,3,0,4,37.5,100.0,2024-02-06T22:53:28.962197,2024-04-02T02:42:36.893676
93,Frida Madrid,fmadrid218,fmadrid218@outlook.com,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,3,0,3,1,37.5,25.0,2024-02-05T12:34:11.979676,2024-03-30T19:22:20.163840
94,Jacinto Pedroza,jpedroza937,jpedroza937@gmail.com,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,0,0,1,4,0,4,2,50.0,50.0,2024-02-04T20:09:01.208708,2024-03-31T20:14:04.579606
95,Beatriz Gamboa,bgamboa859,bgamboa859@outlook.com,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,1,0,0,1,5,3,2,2,62.5,50.0,2024-02-04T05:07:36.980616,2024-04-02T02:48:20.207282
96,Soledad Muñoz,smuñoz351,smuñoz351@hotmail.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,EN VIVO,0,0,0,0,6,6,0,0,75.0,0.0,2024-02-07T10:36:54.848012,2024-04-01T06:23:59.590248
97,Alta  Gracia Guerrero,aguerrero769,aguerrero769@uady.mx,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,0,1,5,4,1,2,62.5,50.0,2024-02-04T06:12:40.964154,2024-04-01T22:10:27.947530
98,Francisco Alvarez,falvarez19,falvarez19@gmail.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,1,1,0,5,3,2,3,62.5,75.0,2024-02-07T09:33:02.553752,2024-04-02T11:12:13.476357
99,Alejandro Delgado,adelgado568,adelgado568@gmail.com,EN VIVO,GRABACIÓN,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,1,1,6,3,3,4,75.0,100.0,2024-02-05T22:22:18.000311,2024-04-01T09:41:58.022687
100,Noelia Cardona,ncardona575,ncardona575@hotmail.com,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,1,0,0,1,5,4,1,2,62.5,50.0,2024-02-03T18:32:33.635770,2024-04-01T02:04:57.189419
101,Esperanza Benavides,ebenavides52,ebenavides52@outlook.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,0,1,0,4,4,0,2,50.0,50.0,2024-02-05T19:54:09.199514,2024-04-01T19:28:29.389604
102,Federico Carrero,fcarrero930,fcarrero930@outlook.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,0,3,3,0,2,37.5,50.0,2024-02-06T19:46:14.309941,2024-04-01T11:06:18.312219
103,Bianca Corral,bcorral692,bcorral692@gmail.com,EN VIVO,GRABACIÓN,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,1,1,0,6,3,3,3,75.0,75.0,2024-02-05T07:41:23.749675,2024-03-31T21:49:48.011515
104,Violeta Piña,vpiña915,vpiña915@uady.mx,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,0,1,4,4,0,2,50.0,50.0,2024-02-05T20:20:45.987814,2024-04-02T16:52:47.267787
105,Manuel Correa,mcorrea895,mcorrea895@hotmail.com,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,1,1,1,0,3,2,1,3,37.5,75.0,2024-02-06T16:56:46.704874,2024-03-31T17:41:42.290073
106,Rocío Valdés,rvaldés35,rvaldés35@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,0,1,0,3,3,0,2,37.5,50.0,2024-02-03T16:29:08.903982,2024-03-30T14:45:22.183793
107,Ángel Bustos,ábustos831,ábustos831@hotmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,1,1,0,1,4,3,1,3,50.0,75.0,2024-02-07T01:33:47.979445,2024-04-02T07:24:30.196097
108,Yuridia Bonilla,ybonilla816,ybonilla816@gmail.com,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,0,0,0,0,4,2,2,0,50.0,0.0,2024-02-06T01:32:32.474357,2024-04-01T00:33:04.277623
109,Citlali Zamudio,czamudio889,czamudio889@uady.mx,GRABACIÓN,EN VIVO,SIN ASISTENCIA,GRABACIÓN,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,1,1,0,4,2,2,3,50.0,75.0,2024-02-04T06:47:26.662785,2024-03-30T20:46:55.849968
110,Santiago Menchaca,smenchaca846,smenchaca846@uady.mx,EN VIVO,SIN ASISTENCIA,EN VIVO,GRABACIÓN,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,0,5,4,1,2,62.5,50.0,2024-02-07T04:54:09.681956,2024-04-02T02:51:48.109608
111,Wendolin Moreno,wmoreno850,wmoreno850@hotmail.com,EN VIVO,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,1,4,3,1,3,50.0,75.0,2024-02-04T04:25:23.027436,2024-04-02T01:37:13.057671
112,Delia Longoria,dlongoria685,dlongoria685@hotmail.com,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,SIN ASISTENCIA,1,1,0,1,2,2,0,3,25.0,75.0,2024-02-06T19:59:31.732439,2024-04-02T16:31:46.644361
113,Wilfrido Mojica,wmojica295,wmojica295@gmail.com,EN VIVO,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,1,1,0,0,7,5,2,2,87.5,50.0,2024-02-04T22:17:54.685906,2024-04-01T23:02:11.042623
114,Ignacio Gracia,igracia666,igracia666@itmerida.mx,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,GRABACIÓN,0,0,1,1,4,2,2,2,50.0,50.0,2024-02-03T19:05:44.652591,2024-04-01T06:02:26.513192
115,Marisol Venegas,mvenegas349,mvenegas349@gmail.com,EN VIVO,EN VIVO,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,EN VIVO,SIN ASISTENCIA,1,1,0,0,5,5,0,2,62.5,50.0,2024-02-04T10:42:28.164267,2024-04-02T15:16:46.821832
116,Salma Madrigal,smadrigal192,smadrigal192@itmerida.mx,GRABACIÓN,EN VIVO,EN VIVO,GRABACIÓN,GRABACIÓN,EN VIVO,EN VIVO,SIN ASISTENCIA,1,0,1,0,7,4,3,2,87.5,50.0,2024-02-06T06:39:40.626470,2024-04-02T23:52:57.253821
117,María Luisa Arguello,marguello121,marguello121@itmerida.mx,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,EN VIVO,GRABACIÓN,EN VIVO,1,0,1,1,7,5,2,3,87.5,75.0,2024-02-05T15:26:59.444430,2024-04-02T14:55:55.190571
118,Liliana Covarrubias,lcovarrubias756,lcovarrubias756@outlook.com,EN VIVO,EN VIVO,GRABACIÓN,GRABACIÓN,GRABACIÓN,SIN ASISTENCIA,GRABACIÓN,GRABACIÓN,1,0,0,0,7,2,5,1,87.5,25.0,2024-02-06T00:48:58.217774,2024-04-02T00:36:24.483185
119,Úrsula Zavala,úzavala533,úzavala533@gmail.com,GRABACIÓN,EN VIVO,GRABACIÓN,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,EN VIVO,1,1,1,0,6,3,3,3,75.0,75.0,2024-02-06T12:06:58.843729,2024-04-02T16:39:41.824296
120,Alicia Cavazos,acavazos204,acavazos204@outlook.com,EN VIVO,EN VIVO,EN VIVO,EN VIVO,GRABACIÓN,SIN ASISTENCIA,SIN ASISTENCIA,SIN ASISTENCIA,1,0,0,0,5,4,1,1,62.5,25.0,2024-02-04T21:44:21.755926,2024-03-31T01:04:34.863198
